id,text,label,Comments
34302,30年前，面对冷战结束后“人类向何处去”的世界之问、历史之问、时代之问，亚太地区领导人顺应和平和发展的时代潮流，召开了首次亚太经合组织领导人非正式会议，一致同意超越集团对抗、零和博弈的旧思维，深化区域经济合作和一体化，致力于共建一个活力、和谐、繁荣的亚太大家庭。这一重大决定推动亚太发展和经济全球化进入快车道，助力亚太成为世界经济增长中心、全球发展稳定之锚和合作高地。亚太合作的非凡历程带给我们许多深刻启示。,neutral,
34308,旧金山是《联合国宪章》签署地，寄托着各国人民对世界和平的美好愿望。和平来之不易，发展任重道远。我们要共同维护联合国宪章宗旨和原则，坚持对话而不对抗、结伴而不结盟的国与国交往之道，维护亚太繁荣稳定。亚太不能也不应该沦为地缘博弈的角斗场，更不能搞“新冷战”和阵营对抗。,neutral,
34314,中国具有社会主义市场经济的体制优势、超大规模市场的需求优势、产业体系配套完整的供给优势、大量高素质劳动者和企业家的人才优势，经济发展具备强劲的内生动力、韧性、潜力。过去，中国在不断战胜风险挑战中爬坡过坎，取得历史性成就。现在，中国经济韧性强、潜力足、回旋余地广，长期向好的基本面没有变也不会变。我们有信心、更有能力实现长期稳定发展，并不断以中国新发展为世界带来新动力、新机遇。,positive,
34320,亚太工商界素来是亚太合作和全球发展的弄潮儿。希望大家弘扬“敢为天下先”的创新精神，为构建开放型亚太经济、助力世界经济发展作出更大贡献。欢迎全球工商界积极参与中国式现代化进程，共享中国高质量发展带来的巨大机遇！,positive,
34326,中华人民共和国主席 习近平,neutral,
34332,女士们、先生们、朋友们！,neutral,
34338,女士们、先生们、朋友们！,neutral,
34344,我想强调，中国经济克服挑战、稳步前行，实现高质量发展，这也是推进中国式现代化的必然要求。中国式现代化的出发点和落脚点是让14亿多中国人民过上更加美好的生活。对世界来说，这意味着更加广阔的市场和前所未有的合作机遇，也将为世界现代化注入强大动力。,positive,
34350,携手共促亚太高质量增长,positive,
34356,当前，世界百年变局加速演进，世界经济面临多种风险挑战，作为全球增长引擎，亚太肩负更大的时代责任。作为亚太地区领导人，我们都要深入思考，要把一个什么样的亚太带到本世纪中叶？如何打造亚太发展的下一个“黄金三十年”？在这一进程中如何更好发挥亚太经合组织作用？,neutral,
34362,第三，坚持绿色发展。面对气候变化、自然灾害等日益严峻的挑战，我们要坚持人与自然和谐共生，加快推动发展方式绿色低碳转型，协同推进降碳、减污、扩绿、增长，落实好《生物循环绿色经济曼谷目标》，厚植亚太增长的绿色底色。,positive,
34374,人民网金华11月12日电 （记者张帆）记者从今日在浙江义乌召开的新闻发布会上获悉，由世界城地组织亚太区秘书处、中国人民对外友好协会、义乌市人民政府主办的世界城地组织亚太区第九届会员大会将于11月13日至15日在义乌举办。本次大会以“推动亚太经济协同发展”为主题，旨在为全球城市搭建多边交流合作的平台，推动创新成果惠及更多各国人民。,positive,
34380,新华社记者,neutral,
34386,“这充分体现了中国的大国担当，必将获得世界各国普遍欢迎和认可。”俄罗斯-亚洲工业家和企业家联盟主席曼克维奇指出，亚太地区对世界具有特殊意义，其未来发展方向尤为关键。布特拉加亚愿景的落实将对世界产生重要影响，实现其宏伟目标需要坚持对话、彼此尊重、相互理解、互利共赢。“很高兴看到，这得到了亚太地区的广泛支持。”,positive,
34392,“中国在科技创新发展方面具有非常强的优势。”新加坡国立大学李光耀公共政策学院副教授顾清扬说，“中国持续成为全球经济增长的主要贡献者，不断涌现的创新成果和不断完善的现代化生产体系，已成为中国高质量发展的代表性进展，必将进一步推动全球高质量发展。”,positive,
34398,从助力老挝实现“陆锁国”变“陆联国”梦想的中老铁路，到跑出东南亚“最快速度”、让印度尼西亚迈入“高铁时代”的雅万高铁，从中国和马来西亚的“两国双园”加快构建跨境产业链供应链价值链，到泰国鲁班工坊多年来为泰国及地区国家源源不断培养青年技能人才……中国始终以实际行动坚持普惠共享，坚持大家一起发展才是真发展。,positive,
34404,阿根廷拉普拉塔国立大学中国研究中心研究员塞巴斯蒂安·舒尔茨认为，中国对世界发展繁荣的贡献有目共睹，中国式现代化为发展中国家寻找适合自己国情的现代化道路提供了借鉴，习近平主席的讲话再次表明中国致力于与世界分享发展机遇和有益经验。,positive,
34410,习近平强调，世界进入新的动荡变革期，亚太合作下一个30年将走向何方，成为我们面临的新的时代之问。我们要秉持亚太经合组织初心，推动亚太合作再出发。,positive,
34416,我们要共同维护联合国宪章宗旨和原则，坚持对话而不对抗、结伴而不结盟的国与国交往之道，维护亚太繁荣稳定。亚太不能也不应该沦为地缘博弈的角斗场，更不能搞“新冷战”和阵营对抗。要坚持开放的区域主义，坚定不移推进亚太自由贸易区进程，促进各国经济联动融通，打造合作共赢的开放型亚太经济。要推进数字化、智能化、绿色化转型发展，强化科技创新和成果转化，推进数字经济和实体经济深度融合，携手完善全球科技治理，营造开放、公平、公正、非歧视的科技发展环境。,positive,
34422,中华人民共和国主席 习近平,neutral,
34428,女士们、先生们、朋友们！,neutral,
34434,女士们、先生们、朋友们！,neutral,
34440,我想强调，中国经济克服挑战、稳步前行，实现高质量发展，这也是推进中国式现代化的必然要求。中国式现代化的出发点和落脚点是让14亿多中国人民过上更加美好的生活。对世界来说，这意味着更加广阔的市场和前所未有的合作机遇，也将为世界现代化注入强大动力。,positive,
34446,——在亚太经合组织工商领导人峰会上的书面演讲,neutral,
34452,——共同发展是亚太合作的总目标。发展是亚太地区永恒的主题。我们始终聚焦发展，不断深化经济技术合作，增强发展中成员自主发展能力。我们共同开创了自主自愿、协商一致、循序渐进的“亚太经合组织方式”，尊重各成员发展权。过去30年，亚太地区人均收入翻了两番还要多，十亿人口成功脱贫，为人类进步和全球可持续发展作出重要贡献。,positive,
34458,面对新一轮科技革命和产业变革浪潮，我们要着眼长远、把握机遇、乘势而上，推进数字化、智能化、绿色化转型发展，共同强化科技创新和成果转化，推进数字经济和实体经济深度融合。要携手完善全球科技治理，强化科技创新对绿色化数字化转型和可持续发展的支撑，营造开放、公平、公正、非歧视的科技发展环境。,positive,
34464,我们坚持敞开大门搞建设，坚定不移推进高水平对外开放，进一步扩大市场准入，已经宣布全面取消制造业领域外资准入限制措施。近期成功举办了第六届中国国际进口博览会，本月下旬还将举办第二届全球数字贸易博览会，进一步扩大开放，同各国共享发展机遇和红利。中国正在高质量实施《区域全面经济伙伴关系协定》，主动对接《全面与进步跨太平洋伙伴关系协定》和《数字经济伙伴关系协定》高标准经贸规则，积极推动加入两个协定进程，扩大面向全球的高标准自由贸易区网络。今年是我提出共建“一带一路”倡议10周年。上个月，中国成功举办第三届“一带一路”国际合作高峰论坛，形成了458项成果，中国金融机构成立7800亿元人民币的“一带一路”项目融资窗口，中外企业达成972亿美元的商业合作协议，这将推动共建“一带一路”高质量发展，为全球互联互通、促进发展繁荣注入强劲动力。,positive,
34470,新华社北京11月18日电 题：弘扬亚太合作初心 领航繁荣进步新程——习近平主席在亚太经合组织第三十次领导人非正式会议上的讲话引发国际社会热烈反响,neutral,
34476,阿万表示，亚太地区始终走在全球开放发展的前沿，而中国更是区域经济发展的重要引擎。习近平主席的讲话再次彰显过去十年来中国在共建“一带一路”实践中秉持的原则与精神，为下一步亚太地区深化合作指明方向，为亚太地区未来发展描绘蓝图。,positive,
34482,墨西哥城自治大学国际政治研究员爱德华多·齐利对习近平主席提出的“坚持创新驱动”非常赞同。他说，中国在全球科学、技术和创新领域位居前列，这离不开公共政策推动，尤其是在研发和新兴产业发展方面的重视与投入。“我们期待能在新兴产业等领域同中国开展更多对话。”,positive,
34488,新西兰亚太经合组织工商咨询理事会成员布雷特·赖利曾多次到访中国，对中国在绿色发展领域取得的成就印象深刻。“中国的新能源发展正在迅速改变交通工具的能源系统。我认为，新西兰在节能领域与中国会有广阔的合作空间。”,positive,
34494,“习近平主席在讲话中再次指明亚太地区团结合作的重要性。”匈牙利萨佐德韦格研究所政治分析中心主任基塞伊·佐尔坦对此感触颇深，“中国坚持高质量发展，推进高水平对外开放，不仅将为亚太地区走向更美好的未来创造有利环境，也将为世界其他地区国家提供巨大机遇。”,positive,
34500,携手共促亚太高质量增长,positive,
34506,当前，世界百年变局加速演进，世界经济面临多种风险挑战，作为全球增长引擎，亚太肩负更大的时代责任。作为亚太地区领导人，我们都要深入思考，要把一个什么样的亚太带到本世纪中叶？如何打造亚太发展的下一个“黄金三十年”？在这一进程中如何更好发挥亚太经合组织作用？,neutral,
34512,第三，坚持绿色发展。面对气候变化、自然灾害等日益严峻的挑战，我们要坚持人与自然和谐共生，加快推动发展方式绿色低碳转型，协同推进降碳、减污、扩绿、增长，落实好《生物循环绿色经济曼谷目标》，厚植亚太增长的绿色底色。,positive,
34518,新华社旧金山11月17日电,neutral,
34524,很高兴同大家相聚在美丽的旧金山。这是亚太经合组织领导人第三十次聚首，具有特殊重要意义。感谢拜登总统和美国政府为这次会议作出的周到安排。,positive,
34530,第二，坚持开放导向。亚太发展的经验告诉我们，开放则兴，封闭则衰。我们要维护自由开放的贸易投资，支持并加强以世界贸易组织为核心的多边贸易体制，维护全球产业链供应链稳定畅通，反对将经贸问题政治化、武器化、泛安全化。要坚定不移推进区域经济一体化，加快推进亚太自由贸易区进程，全面落实《亚太经合组织互联互通蓝图》，共享区域开放发展机遇。,positive,
34536,中国正在以中国式现代化全面推进强国建设、民族复兴伟业。中国坚持走和平发展道路，发展的根本目的是让中国人民过上好日子，不是要取代谁。今年是中国改革开放45周年，我们将坚持高质量发展，推进高水平对外开放，以中国式现代化为推动实现世界各国的现代化提供新机遇。我愿同各位同事一道努力，推动亚太合作取得更多丰硕成果，共同打造亚太下一个“黄金三十年”！,positive,
34542,中华人民共和国主席 习近平,neutral,
34548,中国坚持创新驱动发展战略，协同推进数字产业化、产业数字化，提出了亚太经合组织数字乡村建设、企业数字身份、利用数字技术促进绿色低碳转型等倡议，更好为亚太发展赋能。,positive,
34554,各位同事！,neutral,
34560,第一，坚持创新驱动。要更加积极地推动科技交流合作，携手打造开放、公平、公正、非歧视的科技发展环境。加速数字化转型，缩小数字鸿沟，支持大数据、云计算、人工智能、量子计算等新技术应用，不断塑造亚太发展新动能新优势。中国提出亚太经合组织数字乡村建设、企业数字身份、利用数字技术促进绿色低碳转型等倡议，更好为亚太发展赋能。,positive,
34566,会议发表了《2023年亚太经合组织领导人旧金山宣言》。,neutral,
34572,第一，坚持创新驱动。要更加积极地推动科技交流合作，携手打造开放、公平、公正、非歧视的科技发展环境。加速数字化转型，缩小数字鸿沟，支持大数据、云计算、人工智能、量子计算等新技术应用，不断塑造亚太发展新动能新优势。中国提出亚太经合组织数字乡村建设、企业数字身份、利用数字技术促进绿色低碳转型等倡议，更好为亚太发展赋能。,positive,
34578,会议发表了《2023年亚太经合组织领导人旧金山宣言》。,neutral,
34584,我们必须利用技术和经济进步，继续释放本地区的巨大潜力和活力，促进经济增长，应对包括气候变化在内的所有环境挑战。《旧金山宣言》中的承诺建立在以往亚太经合组织东道主工作基础之上，推动本地区将韧性、可持续性、互联互通、创新和包容性纳入优先事项，共同应对最紧迫的经济挑战。亚太经合组织的宗旨和工作都遵循《2040年亚太经合组织布特拉加亚愿景》和《奥特奥罗亚行动计划》的指引，致力于2040年建成开放、活力、强韧、和平的亚太共同体，实现所有人民和子孙后代的共同繁荣。,positive,
34590,我们致力于充分落实《亚太经合组织2030年粮食安全路线图》，使我们的农业和粮食系统更加强韧、高产、创新、可持续，同时认识到在促进农业可持续性方面没有统一的解决方案。我们重申致力于农业、林业、海洋、渔业资源的可持续管理。我们重申农业生产力、国际贸易、节粮减损对实现粮食安全的重要性，将加倍努力实现粮食安全和营养。,neutral,
34596,我们共同致力于加强亚太经合组织领导作用，维护其作为地区重要经济合作论坛的地位。我们期待秘鲁、韩国和越南分别于2024年、2025年和2027年担任亚太经合组织东道主，支持未来东道主工作。,positive,
34602,亚太经合组织美国年以《亚太经合组织生物循环绿色经济曼谷目标》为基础，《曼谷目标》确立了推进可持续和包容性经济政策的目标，同时确保这些政策能应对环境挑战。我们欢迎《贸易和投资政策包容和可持续旧金山原则》，以及2023年交通、贸易、减灾、粮食安全、卫生、能源、妇女、中小企业、财政等专业领域部长级会议的成果，包括《亚太经合组织合作公正能源转型非约束原则》《通过可持续农业体系保障粮食安全原则》。我们也欢迎修订版的《减灾风险框架》及其行动计划。,positive,
34608,我们将继续致力于改善人民生活质量，为所有人创建强韧和可持续的未来。为此，我们将继续推进并支持性别平等，促进经济包容，赋权中小微企业、劳动力、妇女、青年以及包括土著人、残疾人、偏远和农村社区等。,positive,
34614,人民网北京7月27日电 （记者孙博洋）记者从中国合格评定国家认可委员会（CNAS）获悉，CNAS接受了亚太认可合作组织（APAC）四年一度的国际同行评审。来自12个国家认可机构的15位国际同行评审员对CNAS进行了为期10天的远程评审。经过全面细致的评审，CNAS顺利通过APAC国际同行评审。,positive,
34620,习近平强调，我们应该秉持亚太合作初心，负责任地回应时代呼唤，携手应对全球性挑战，全面落实布特拉加亚愿景，建设开放、活力、强韧、和平的亚太共同体，实现亚太人民和子孙后代的共同繁荣。,positive,
34626,会议由美国总统拜登主持，主题为“为所有人创建强韧和可持续未来”。,neutral,
34632,“鉴往事，知来者。”回顾过往，正因顺应和平和发展的时代潮流，在合作中坚持开放包容的主旋律、共同发展的总目标、求同存异的好做法，亚太成为世界经济增长中心、全球发展稳定之锚和合作高地，创造了举世瞩目的“亚太奇迹”。“万物得其本者生，百事得其道者成。”亚太合作的非凡历程带来深刻启示，应秉持合作初心，牢记历史使命，推动亚太合作再出发。,positive,
34638,习近平指出，亚太经合组织建立领导人定期会议机制以来，始终走在全球开放发展的前沿，有力促进了区域贸易和投资自由化便利化、经济技术发展、物资人员流动，创造了举世瞩目的“亚太奇迹”。当前，世界百年变局加速演进，世界经济面临多种风险挑战，作为全球增长引擎，亚太肩负更大的时代责任。作为亚太地区领导人，我们都要深入思考，要把一个什么样的亚太带到本世纪中叶？如何打造亚太发展的下一个“黄金三十年”？在这一进程中如何更好发挥亚太经合组织作用？,neutral,
34644,习近平强调，中国正在以中国式现代化全面推进强国建设、民族复兴伟业。中国坚持走和平发展道路，坚持高质量发展，坚持高水平对外开放，以中国式现代化为推动实现世界各国的现代化提供新机遇。中国愿同各方一道努力，推动亚太合作取得更多丰硕成果，共同打造亚太下一个“黄金三十年”！,positive,
34650,	巴厘岛上，共建美好未来的时代强音鼓舞世界；湄南河畔，开启亚太合作新篇的庄严宣示振奋人心。,positive,
34656,	走和平发展之路，是亚太地区繁荣发展的重要基础。亚太地区曾饱受冲突战乱之苦，正是因为摆脱了冷战阴霾，亚太地区特别是中小经济体步入奔向现代化的快车道，“亚太奇迹”才应运而生。历史昭示我们：阵营对抗解决不了问题，偏见只会带来灾难。亚太地区不是谁的后花园，不应该成为大国角斗场。任何搞“新冷战”的图谋，人民不会答应，时代不会允许。,positive,
34662,	“开始！”在习近平主席和印尼总统佐科的指令下，崭新亮丽的综合检测车缓缓驶出雅万高铁德卡鲁尔车站，全场响起热烈掌声。,positive,
34668,	言必信，行必果。为亚太稳定繁荣作出更多贡献，中国是这样说的，也是这样做的。共建“一带一路”近年来捷报频传，中老铁路货运站全部启用，中企投建的柬埔寨金港高速公路通车，中国和新加坡协同推进国际陆海贸易新通道建设，一批中国企业积极参与地区港口建设运营，区域互联互通的图景更加清晰。除此之外，中国与亚洲多国在疫苗研发、生产、分发领域的互惠合作亮点频出，在可持续发展领域成绩斐然，一批相关合作示范项目接连面世，绿色日益成为亚太地区经济复苏的靓丽底色。,positive,
34674,大道同行，以中国式现代化推动人类整体进步,positive,
34680,	“当高楼大厦在中国大地上遍地林立时，中华民族精神的大厦也应该巍然耸立。”中国式现代化是物质文明和精神文明相协调的现代化。沙特国王大学教授易卜拉欣·沃哈伊布由此感受到中华文明的深沉力量：中国式现代化所突出的物质文明和精神文明相协调，将继续推动博大精深的中华文化走向世界，为这个动荡的世界带来积极向善的力量。,positive,
34686,	海报设计：赵丹阳,neutral,
34692,	中国发展离不开亚太，亚太繁荣也离不开中国。上个月，党的二十大成功举行，为当前和今后一个时期中国发展指明了方向、规划了蓝图。新时代新征程，中国将继续同世界特别是亚太分享中国发展的机遇，与亚太大家庭各成员携手续写“亚太奇迹”。,positive,
34698,中国是亚太地区最重要的经济体之一，经济增长潜能巨大，为促进地区经济增长作出重要贡献。亚洲开发银行发布的《2023年亚洲经济一体化报告》显示，中国对亚太地区的经济增长贡献率达64.2%，并且贡献了亚太地区37.6%的货物贸易增长和44.6%的服务贸易增长。中方坚定推动深化互信、包容、合作、共赢的亚太伙伴关系，建设和平稳定、共同富裕、清洁美丽、守望相助的亚太，为亚太和全球发展繁荣带来新机遇、增添新动力。,positive,
34704,要走和平发展之路。摆脱了冷战阴霾，亚太地区特别是中小经济体步入奔向现代化的快车道，“亚太奇迹”才应运而生。亚太地区不是谁的后花园，不应该成为大国角斗场。任何搞“新冷战”的图谋，人民不会答应，时代不会允许！,negative,
34710,第三，打造更高水平的开放格局。推进亚太自由贸易区进程，全面深入参与世贸组织改革，推动《区域全面经济伙伴关系协定》、《全面与进步跨太平洋伙伴关系协定》、《数字经济伙伴关系协定》相互衔接，构建开放型亚太经济。,positive,
34716,新华社旧金山11月17日电,neutral,
34722,我们重申决心打造自由、开放、公平、非歧视、透明、包容、可预期的贸易和投资环境。我们也重申以规则为基础、以世界贸易组织为核心的多边贸易体制的重要性，有助于继续推动本地区的快速增长。我们致力于对世界贸易组织进行必要改革，增强其各项职能，包括着眼于2024年前恢复全面、运转良好、所有成员可参与的争端解决机制开展相关讨论。我们呼吁亚太经合组织经济体及时有效落实世界贸易组织协定，重申致力于建设性参与第13届部长级会议，确保会议成功并取得积极成果。,positive,
34728,我们强调，必须为中小微企业和初创企业开辟发展道路，包括通过各种机会提高“专精特新”能力。支持中小微企业拓展区域和全球市场，包括通过融入全球价值链、推动大中小企业融通创新、加快中小微企业数字化转型、鼓励提供“小快轻准”数字化产品和解决方案。,positive,
34734,本次会议由美国总统拜登主持，主题为“为所有人创建强韧和可持续未来”。,neutral,
34740,“正如工商界朋友所言，中国已经成为最佳投资目的地的代名词，下一个‘中国’，还是中国，欢迎各国工商界朋友们继续投资中国、深耕中国！”当地时间11月16日，中国国家主席习近平应邀出席亚太经合组织工商领导人峰会，以书面演讲方式与亚太工商界人士交流探讨推动亚太繁荣发展的新思路新举措，为亚太和世界经济增长锚定新航向。,positive,
34746,浩渺行无极，扬帆但信风。我们期待，亚太工商界继续弘扬“敢为天下先”的创新精神，顺应经济全球化潮流，把握中国式现代化机遇，在广阔的太平洋上高扬开放合作的风帆，锚定发展的航向，果敢应对激流险滩，书写互利共赢新篇，为构建开放型亚太经济、助力世界经济发展作出更大贡献。,positive,
34752,在百年未有之大变局的背景下，当今世界进入新的动荡变革期。各方期待亚太继续发挥引擎作用，引领世界经济增长。我们这一代人必须回答好时代之问，拿出实际行动，满足各国人民对美好生活的热切期盼。只有坚持对话而不对抗、结伴而不结盟，尊重经济规律，发挥各自比较优势，促进各国经济联动融通，推进数字化、智能化、绿色化转型发展，才能创造新的亚太奇迹，回答好世界之问。,positive,
34758,今年是亚太经合组织首次领导人会议召开30周年。30年来，中国的深化改革、扩大开放与亚太经济合作的不断扩展相伴相随。2013年以来，习近平主席出席或主持历次亚太经合组织领导人非正式会议并发表重要讲话。从“亚太命运共同体”到“亚太梦想”，从“亚太伙伴关系”到“全方位互联互通蓝图”，中国理念、中国方案在亚太地区引发强烈共鸣，为亚太稳定繁荣作出更多贡献。,positive,
34764,“不同文明、制度、道路的多样性及交流互鉴可以为人类社会进步提供强大动力。我们应该少一点傲慢和偏见、多一些尊重和包容，拥抱世界的丰富多样，努力做到求同存异、取长补短，谋求和谐共处、合作共赢。”2018年，习近平主席的重要阐述弘扬亚太伙伴关系的主旋律，为亚太和全球合作沿着正确轨道前行提供了正能量。,positive,
34770,“习近平主席提出的合作主张对亚太经合组织成员应对疫情挑战和实现经济复苏提供了重要指引”“构建亚太命运共同体的中国方案，对加强区域合作、重振发展活力具有重要意义”“中国主张引导亚太合作沿着正确方向前进，为地区和世界和平稳定与发展繁荣作出重要贡献”……在国际人士眼中，中国方案与中国作用，彰显一个大国的责任与担当。,positive,
34776,落其实思其树，饮其流怀其源。“中国的发展受益于亚太，也用自身发展回馈亚太、造福亚太”“无论发展到什么程度，中国都将扎根亚太、建设亚太、造福亚太”“中国是亚太大家庭的一员，中国的发展起步于亚太，得益于亚太，也将继续立足亚太、造福亚太”……习近平主席多次在亚太经合组织平台上明晰宣示，中国一直积极融入亚太区域合作，始终是亚太开放合作的推动者。,positive,
34782, “让亚太地区经济发展走在世界前列”,neutral,
34788, “坚定不移推动构建亚太命运共同体”,positive,
34794,…………,neutral,
34800,“知者不惑，仁者不忧，勇者不惧。”世界又一次站在历史的十字路口，新形势下，亚太各经济体要汲取历史经验和教训，因应时代挑战，坚定推进区域经济一体化，共同开拓发展新局面，构建亚太命运共同体，以亚太地区的稳定和繁荣，为世界的和平与发展贡献智慧和力量。,positive,
34806,亚太经合组织第三十次领导人非正式会议17日在美国旧金山举行。国家主席习近平出席会议并发表重要讲话，呼吁亚太地区领导人深入思考亚太发展的时代之问，携手应对全球性挑战，共同打造亚太下一个“黄金三十年”。,positive,
34812,新华社北京11月18日电 题：共同应答亚太发展“三问”,neutral,
34818,中国的发展受益于亚太，也用自身发展回馈亚太、造福亚太。中国将坚持高质量发展，推进高水平对外开放，以中国式现代化为推动实现世界各国的现代化提供新机遇。,positive,
34824,开放包容是人类繁荣进步的基本条件。亚太各方要维护自由开放的贸易投资，支持并加强以世界贸易组织为核心的多边贸易体制，维护全球产业链供应链稳定畅通，反对将经贸问题政治化、武器化、泛安全化。要坚定不移推进区域经济一体化，加快推进亚太自由贸易区进程，全面落实《亚太经合组织互联互通蓝图》，共享区域开放发展机遇。中国成功举办第三届“一带一路”国际合作高峰论坛，坚持高水平实施《区域全面经济伙伴关系协定》，主动对接《全面与进步跨太平洋伙伴关系协定》和《数字经济伙伴关系协定》高标准经贸规则，积极推动加入两个协定进程，正是为了促进全球互联互通、构建开放型世界经济，同各方共绘开放发展新图景。,positive,
34830,坚守初心　共促发展,positive,
34836,	世界又一次站到十字路口。世界向何处去？亚太怎么办？我们必须给出答案。,neutral,
34842,	——我们要走开放包容之路。开放包容是人类繁荣进步的基本条件。几十年来，亚太各经济体打破市场分割，拉紧经济纽带，积极拥抱世界，为经济发展开辟了广阔空间。亚太经合组织秉持开放的区域主义，坚持多样性、非歧视原则，构筑了包容普惠的地区合作架构。正是凭借这种胸襟和格局，亚太地区才得以抓住经济全球化机遇，在区域经济一体化方面走在时代前列。,positive,
34848,	第一，筑牢和平发展的根基。我们要遵循联合国宪章的宗旨和原则，树立共同、综合、合作、可持续的安全观，共同反对冷战思维和阵营对抗，搭建亚太安全架构，为亚太经济发展和长治久安创造条件。,positive,
34854,	女士们、先生们、朋友们！,neutral,
34860,	——中国式现代化必须走人与自然和谐共生的新路。这是对我们自己负责，也是对世界负责。近年来，我们坚持绿水青山就是金山银山的理念，促进经济社会发展全面绿色转型，努力建设天蓝、地绿、水清的美丽中国。,positive,
34866,2022年亚太经合组织高官会16日在泰国首都曼谷结束。今年会议东道主泰国方面表示，本次高官会致力于推出符合亚太地区共同利益和愿景的有效政策，以支持本地区经济和社会繁荣发展。,positive,
34872,要把一个什么样的亚太带到本世纪中叶？如何打造亚太发展的下一个“黄金三十年”？在这一进程中如何更好发挥亚太经合组织作用？,neutral,
34878,“知者不惑，仁者不忧，勇者不惧。”面对时代挑战，中国愿与各方携手共进，推动亚太合作取得更多丰硕成果，朝着建设开放、活力、强韧、和平的亚太共同体目标不断努力，实现亚太人民和子孙后代的共同繁荣。,positive,
34884,	习近平强调，新形势下，我们要汲取历史经验和教训，因应时代挑战，坚定推进亚太区域经济一体化，共同开拓发展新局面，构建亚太命运共同体。,positive,
34890,	第六，推进经济优化升级。加速科技创新和制度创新，培育新经济、新业态、新商业模式，实现亚太经济数字化转型。坚持绿色低碳发展，拓展绿色产业和绿色金融，加快构建亚太绿色合作格局。,positive,
34896,	开放是亚太合作的生命线。作为亚太地区层级最高、领域最广、最具影响力的经济合作机制，亚太经合组织自成立以来，领风气之先，坚持构建开放型世界经济，促进经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。,positive,
